Actors corrupted (%),Total time (seconds)
0,4.29575
0,6.29674
0,6.2335
0,6.15963
0,6.77399
0,8.14231
0,8.14171
0,6.75693
0,8.10055
0,8.14028
0,14.0603
0,8.0451
0,11.9999
0,14.0375
0,10.3801
0,8.16257
0,9.97535
0,15.9089
0,10.4973
0,8.08334
0,12.1269
0,13.9543
0,12.051
0,17.9195
0,22.1028
0,8.25319
0,15.9545
0,14.1712
0,24.4091
0,19.8639
0,18.0377
0,17.9167
0,14.0774
0,17.8247
0,20.0173
0,19.9845
0,22.0546
0,29.8172
0,26.0148
0,28.0054
0,25.7743
0,27.8342
0,23.9047
0,26.0622
0,23.9219
0,25.8239
0,21.937
0,35.801
0,27.7718
0,27.7811
0,19.8798
0,24.3981
0,37.8351
0,26.3223
0,29.813
0,37.8609
0,31.7063
0,31.7358
0,31.6885
0,29.9277
0,35.7862
0,37.7756
0,43.7117
0,31.8961
0,39.7848
0,36.2122
0,33.6717
0,35.8508
0,43.619
0,43.6959
0,43.7656
0,33.7769
0,41.7972
0,39.6415
0,49.6492
0,39.5956
0,47.6102
0,43.7299
0,43.6446
0,47.5476
0,43.7645
0,51.6923
0,41.6564
0,45.6756
0,41.7564
0,57.5322
0,47.7375
0,49.6114
0,53.5916
0,49.7599
0,47.6772
0,51.5919
0,55.6492
0,53.7088
0,57.622
0,57.6225
0,61.5702
0,61.7072
0,65.6792
0,59.5908
0,4.29575
0,6.11246
0,7.99782
0,10.279
0,13.824
0,14.1156
0,15.9486
0,17.8317
0,19.9209
0,25.7676
0,25.4799
0,29.7697
0,33.6811
0,25.7481
0,27.8285
0,35.5832
0,39.695
0,41.4223
0,45.1225
0,41.6127
0,43.5673
0,47.2693
0,53.4494
0,53.4546
0,51.0607
0,55.2093
0,61.2398
0,59.3426
0,62.9388
0,69.0879
0,66.9737
0,70.9699
0,69.2152
0,75.1644
0,73.162
0,73.2346
0,79.0238
0,83.0127
0,89.0069
0,80.8527
0,89.0405
0,94.9862
0,92.9144
0,98.7319
0,92.7792
0,96.7846
0,98.7486
0,106.837
0,106.71
0,104.736
0,110.945
0,118.761
0,116.642
0,116.597
0,112.738
0,122.889
0,118.609
0,132.603
0,128.818
0,128.549
0,124.585
0,132.67
0,140.528
0,144.577
0,134.555
0,138.435
0,152.421
0,148.635
0,150.538
0,156.404
0,144.535
0,154.4
0,156.394
0,160.387
0,160.371
0,168.422
0,168.327
0,166.339
0,166.317
0,178.262
0,174.292
0,176.289
0,178.263
0,176.221
0,182.196
0,176.227
0,180.201
0,190.196
0,154.115
0,186.17
0,190.126
0,180.109
0,182.151
0,202.154
0,198.091
0,198.083
0,176.035
0,192.04
0,138.024
0,170.02
0,4.29575
0,6.2501
0,8.16853
0,10.2099
0,9.97866
0,15.8501
0,17.8223
0,17.931
0,19.9526
0,23.7514
0,25.5815
0,27.9498
0,27.6816
0,33.7089
0,35.4995
0,39.4761
0,41.6537
0,39.5889
0,43.5535
0,43.5311
0,47.0825
0,53.3873
0,53.3737
0,55.1988
0,55.3811
0,57.0982
0,67.3257
0,63.2408
0,63.2186
0,67.2017
0,73.0427
0,64.9292
0,77.1185
0,81.0735
0,77.3011
0,85.076
0,86.9732
0,82.843
0,87.0118
0,94.9692
0,88.7867
0,89.0284
0,91.1032
0,88.7823
0,100.941
0,106.941
0,98.7429
0,103.128
0,112.631
0,114.655
0,116.884
0,114.64
0,112.975
0,118.61
0,114.635
0,116.737
0,130.545
0,128.556
0,128.793
0,126.658
0,130.73
0,134.711
0,134.518
0,132.48
0,134.519
0,146.446
0,136.453
0,144.423
0,150.431
0,152.41
0,152.428
0,154.371
0,158.543
0,156.519
0,162.41
0,166.415
0,172.384
0,158.263
0,162.314
0,176.272
0,182.236
0,168.273
0,176.224
0,182.239
0,190.2
0,180.257
0,188.217
0,190.257
0,184.176
0,194.207
0,194.107
0,196.158
0,192.142
0,204.112
0,206.103
0,200.072
0,172.049
0,192.044
0,176.022
0,180.024
0,98.976
0,100.877
0,44.2082
0,42.2333
0,8.50187
0,8.50905
0,2.88802
0,4.65675
0,6.6346
0,6.59766
0,12.4467
0,10.5285
0,12.4116
0,12.4485
0,14.4265
0,16.4336
0,14.4079
0,20.3993
0,16.4208
0,20.3088
0,22.4033
0,20.3703
0,18.4823
0,26.3948
0,28.3138
0,24.4114
0,26.3345
0,28.3219
0,28.2948
0,30.3045
0,28.2943
0,28.3374
0,30.272
0,34.273
0,36.2579
0,34.2183
0,32.2536
0,34.2438
0,36.242
0,36.2195
0,38.2333
0,36.3061
0,40.1938
0,40.1941
0,50.2108
0,40.1617
0,42.2524
0,40.2448
0,44.1936
0,46.2629
0,46.2188
0,44.1909
0,46.2231
0,48.1712
0,54.1968
0,46.1839
0,50.1941
0,44.196
0,48.1337
0,50.2043
0,48.2198
0,58.1399
0,52.1651
0,50.1832
0,60.1175
0,58.1421
0,54.1333
0,54.1595
0,54.1329
0,60.1065
0,56.1228
0,60.1481
0,58.1244
0,54.1456
0,58.1521
0,56.1631
0,58.1879
0,68.1002
0,62.1174
0,66.1158
0,60.1212
0,72.0826
0,62.1102
0,66.0655
0,64.0592
0,66.0962
0,68.0779
0,70.085
0,70.0628
0,70.0876
0,70.0815
0,62.0914
0,74.0563
0,70.0407
0,60.1012
0,66.0725
0,68.0706
0,76.0599
0,74.044
0,70.0313
0,72.0668
0,70.0319
0,80.0344
0,72.0345
0,80.0222
0,72.0046
0,2.83153
0,4.71634
0,4.6801
0,4.73411
0,6.38265
0,4.71443
0,6.35972
0,6.39386
0,6.41549
0,6.51066
0,6.30661
0,6.44355
0,6.43172
0,6.44777
0,6.44361
0,6.43164
0,6.44899
0,6.472
0,8.37227
0,6.73357
0,6.54611
0,6.52521
0,6.71312
0,6.60841
0,6.68224
0,6.54061
0,8.40497
0,6.71525
0,6.64361
0,6.5496
0,8.4289
0,8.41639
0,6.72591
0,8.42317
0,6.67888
0,8.42232
0,8.46172
0,8.47388
0,8.47486
0,8.45569
0,8.44649
0,8.47493
0,8.55564
0,8.42952
0,8.46802
0,8.54212
0,8.54718
0,8.6439
0,8.6539
0,10.4637
0,8.56553
0,8.6852
0,8.53998
0,10.3785
0,8.65314
0,8.6931
0,10.3355
0,8.70372
0,10.4361
0,8.69936
0,10.4627
0,10.3709
0,10.496
0,10.4721
0,10.4701
0,10.4413
0,10.4368
0,10.4536
0,10.4962
0,10.6368
0,10.4842
0,10.5877
0,12.3566
0,10.5348
0,10.6612
0,10.6479
0,12.3219
0,12.3681
0,12.4232
0,12.4565
0,12.5012
0,10.7345
0,12.452
0,12.6278
0,12.668
0,12.686
0,14.3711
0,14.363
0,14.4153
0,14.4417
0,14.3472
0,14.6762
0,14.5021
0,16.3969
0,14.568
0,16.6567
0,16.6211
0,18.3694
0,18.6627
0,20.4793
0,48.1654
0,8.53604
0,48.1938
0,10.3227
0,2.82298
0,2.06311
0,2.09053
0,8.4531
0,44.2477
0,54.1591
0,2.83503
0,4.79838
0,6.64095
0,8.46442
0,10.3883
0,10.489
0,16.3266
0,16.4402
0,14.5221
0,16.2945
0,18.3919
0,18.359
0,18.3486
0,20.3885
0,20.3315
0,20.3119
0,22.4393
0,24.3723
0,26.3175
0,24.291
0,26.3425
0,26.3289
0,28.3069
0,28.3297
0,28.3093
0,34.3426
0,30.3584
0,34.2847
0,32.3078
0,32.3132
0,36.3033
0,32.2854
0,32.2641
0,38.219
0,38.2453
0,42.2471
0,36.266
0,40.2621
0,40.2573
0,44.2145
0,40.2464
0,40.2469
0,42.2364
0,42.2383
0,42.2396
0,44.2011
0,46.2077
0,44.2324
0,48.2284
0,50.1769
0,48.2335
0,52.1846
0,50.1846
0,52.1619
0,58.185
0,50.1475
0,52.1216
0,50.1871
0,54.153
0,58.1834
0,62.1401
0,58.1177
0,56.1622
0,56.142
0,60.1634
0,54.1454
0,58.0884
0,60.1451
0,64.0967
0,66.1073
0,56.1332
0,64.1067
0,62.1211
0,66.1338
0,66.0863
0,68.0642
0,64.0749
0,64.1223
0,68.0668
0,70.0844
0,68.0599
0,70.1074
0,64.0785
0,62.071
0,62.0948
0,72.0692
0,72.0595
0,70.0355
0,84.0301
0,76.0692
0,72.049
0,76.0449
0,70.0248
0,78.0349
0,70.0434
0,68.0394
0,74.05
0,70.0405
0,76.0363
0,68.0226
0,2.8283
0,4.76949
0,4.70535
0,4.7007
0,6.35139
0,4.69501
0,4.76678
0,6.35412
0,6.39543
0,6.44113
0,6.45499
0,6.4412
0,6.39996
0,6.45333
0,6.45615
0,6.50208
0,6.44855
0,6.52526
0,6.466
0,6.52744
0,6.66974
0,6.62665
0,6.49081
0,6.53616
0,6.68528
0,6.56759
0,8.26641
0,6.70303
0,8.44304
0,6.70342
0,8.43
0,8.41179
0,8.45014
0,8.30315
0,8.42786
0,6.71351
0,8.42792
0,8.47918
0,8.43303
0,8.38046
0,8.40581
0,8.47771
0,8.56492
0,8.50123
0,8.51617
0,10.42
0,8.57088
0,8.62966
0,10.3811
0,8.50118
0,8.65302
0,10.3569
0,10.3051
0,10.4193
0,10.389
0,8.64875
0,8.68295
0,10.4992
0,10.3432
0,8.65612
0,10.4786
0,10.4565
0,10.4051
0,10.2966
0,10.4126
0,10.4075
0,10.512
0,10.5254
0,10.4365
0,10.5256
0,10.3462
0,10.4278
0,10.7697
0,12.3742
0,12.3669
0,12.3245
0,10.6826
0,10.692
0,12.4284
0,12.3528
0,12.3865
0,12.4407
0,12.4946
0,12.6873
0,12.4464
0,12.5364
0,14.3268
0,14.2914
0,14.5063
0,14.4138
0,14.4338
0,14.3439
0,14.4355
0,16.3636
0,14.7285
0,16.3866
0,16.4727
0,18.4166
0,18.4457
0,20.4098
0,20.3874
0,20.4604
0,18.7452
0,20.5216
0,8.48525
0,0.0349509
0,0.0398614
0,0.0322879
0,0.0378358
0,0.0383423
0,2.76982
0,3.10479
0,3.10785
0,3.09806
0,2.80999
0,4.7443
0,6.66133
0,8.49313
0,10.4071
0,12.5003
0,12.4858
0,12.4876
0,14.4109
0,2.81827
0,4.75137
0,6.62566
0,8.4335
0,10.5141
0,12.3857
0,12.3832
0,14.4244
0,14.4508
0,16.4151
0,2.83055
0,4.763
0,6.60061
0,8.58561
0,10.5178
0,10.392
0,12.4634
0,12.4256
0,12.5135
0,18.4034
0,2.83962
0,4.67587
0,6.62604
0,6.64534
0,8.52302
0,10.5326
0,12.3737
0,14.329
0,14.4389
0,14.5094
0,2.86447
0,4.76228
0,4.72604
0,6.36067
0,6.42251
0,6.46542
0,4.73743
0,4.71464
0,6.42195
0,6.48101
0,2.84603
0,2.9016
0,2.83168
0,2.88975
0,2.92312
0,2.85472
0,2.90736
0,2.90064
0,2.87207
0,2.91545
0,2.81751
0,4.70771
0,6.5414
0,8.60874
0,12.3867
0,12.3901
0,10.5646
0,12.4684
0,16.4133
0,14.4941
0,2.82852
0,4.69679
0,4.71361
0,4.71705
0,6.37186
0,4.76427
0,4.73805
0,6.36865
0,6.40005
0,4.75659
0,2.82306
0,2.86138
0,2.86568
0,2.88997
0,2.89755
0,2.87321
0,2.93554
0,2.89177
0,2.92737
0,2.94467
0,6.3958
0,62.7085
0,62.8632
0,18.3705
0,86.9615
0,65.1133
0,67.2477
0,67.2302
0,67.127
0,67.1555
0,67.2497
0,172.404
0,170.377
0,13.0922
0,4.73136
0,4.92381
0,5.03634
0,8.39859
0,8.46252
0,5.15366
0,4.28711
0,4.42496
0,4.38855
0,8.41146
0,4.47717
0,8.46637
0,4.34655
0,0.0213863
0,0.242849
0,0.213998
0,0.29841
0,0.327849
0,10.204
0,10.1337
0,10.1169
0,10.0366
0,10.0244
0,11.3123
0,2.21151
0,2.72831
0,28.1505
0,246.898
0,246.713
0,244.349
0,243.395
0,42.3961
0,428.021
0,56.1581
0,54.7606
0,54.3219
0,299.028
0,580.026
0,24.7035
0,24.7163
0,32.7604
0,32.6145
0,32.5095
0,32.0744
0,32.3745
0,32.2345
0,32.0294
0,27.9968
0,24.725
0,24.725
0,30.3612
0,36.105
0,42.1312
0,52.6172
0,58.7543
0,62.9069
0,67.3541
0,78.9512
0,84.8644
0,24.725
0,25.9639
0,26.5255
0,26.6878
0,26.4777
0,28.3594
0,26.6103
0,26.4585
0,26.6483
0,26.6388
0,24.725
0,24.726
0,24.727
0,24.728
0,24.7254
0,24.731
0,24.727
0,24.728
0,24.7305
0,24.731
0,24.7246
0,24.7245
0,30.6428
0,36.2845
0,41.4893
0,52.6887
0,56.2845
0,62.8949
0,68.8056
0,80.9577
0,85.2147
0,90.2201
0,99.4755
0,105.326
0,110.779
0,114.958
0,122.784
0,128.972
0,135.076
0,147.837
0,150.589
0,148.892
0,156.826
0,162.433
0,176.806
0,177.522
0,183.493
0,200.974
0,199.225
0,200.507
0,213.708
0,218.643
0,212.881
0,215.288
0,228.402
0,230.096
0,237.342
0,245.308
0,259.974
0,252.244
0,264.577
0,270.342
0,277.916
0,282.65
0,289.535
0,292.647
0,294.342
0,309.595
0,322.977
0,322.754
0,322.95
0,334.408
0,339.88
0,347.365
0,332.518
0,351.722
0,360.523
0,369.331
0,382.519
0,367.596
0,369.847
0,382.006
0,398.347
0,392.996
0,393.184
0,409.04
0,424.413
0,426.383
0,423.97
0,429.79
0,428.416
0,462.448
0,436.111
0,454.738
0,465.518
0,452.502
0,453.337
0,486.674
0,472.652
0,480.04
0,501.225
0,499.782
0,490.302
0,500.947
0,506.527
0,503.519
0,523.357
0,526.213
0,528.13
0,535.928
0,523.936
0,541.64
0,550.306
0,541.308
0,552.851
0,565.382
0,567.791
0,568.86
0,570.407
0,578.406
0,596.044
0,24.7245
0,25.7335
0,26.0388
0,26.6864
0,28.5161
0,26.6393
0,28.7448
0,26.6316
0,26.6163
0,26.6416
0,27.2713
0,26.7642
0,28.5616
0,26.874
0,27.5242
0,26.8863
0,26.5723
0,27.6176
0,26.8565
0,27.5831
0,27.8953
0,27.6513
0,28.7922
0,28.8905
0,27.9862
0,28.5323
0,28.6443
0,28.5909
0,28.5462
0,28.531
0,28.0654
0,28.0037
0,28.7515
0,28.651
0,28.5902
0,28.5423
0,28.6125
0,29.2311
0,28.5434
